STATION ID,TIME,LAST UPDATED,NAME,BIKE_STANDS,AVAILABLE_BIKE_STANDS,AVAILABLE_BIKES,STATUS,ADDRESS,LATITUDE,LONGITUDE
74,2023-12-01 12:00:03,2023-12-01 11:55:07,OLIVER BOND STREET,30,23,7,OPEN,Oliver Bond Street,53.3439,-6.28053
75,2023-12-01 12:00:03,2023-12-01 11:50:17,JAMES STREET,40,40,0,OPEN,James Street,53.3435,-6.28741
76,2023-12-01 12:00:03,2023-12-01 11:50:41,MARKET STREET SOUTH,38,36,2,OPEN,Market Street South,53.3423,-6.28766
77,2023-12-01 12:00:03,2023-12-01 11:55:13,WOLFE TONE STREET,29,18,11,OPEN,Wolfe Tone Street,53.3489,-6.26746
78,2023-12-01 12:00:03,2023-12-01 11:52:35,MATER HOSPITAL,40,26,14,OPEN,Mater Hospital,53.36,-6.26483
79,2023-12-01 12:00:03,2023-12-01 11:53:05,ECCLES STREET EAST,27,27,0,OPEN,Eccles Street East,53.3581,-6.2656
80,2023-12-01 12:00:03,2023-12-01 11:54:57,ST JAMES HOSPITAL (LUAS),40,23,17,OPEN,St James Hospital (Luas),53.3414,-6.29295
82,2023-12-01 12:00:03,2023-12-01 11:51:50,MOUNT BROWN,22,22,0,OPEN,Mount Brown,53.3416,-6.29719
83,2023-12-01 12:00:03,2023-12-01 11:52:39,EMMET ROAD,40,26,4,OPEN,Emmet Road,53.3407,-6.30819
84,2023-12-01 12:00:03,2023-12-01 11:53:20,BROOKFIELD ROAD,30,21,9,OPEN,Brookfield Road,53.339,-6.30022
85,2023-12-01 12:00:03,2023-12-01 11:54:40,ROTHE ABBEY,35,26,9,OPEN,Rothe Abbey,53.3388,-6.30395
86,2023-12-01 12:00:03,2023-12-01 11:50:43,PARKGATE STREET,38,11,27,OPEN,Parkgate Street,53.348,-6.2918
87,2023-12-01 12:00:03,2023-12-01 11:51:36,COLLINS BARRACKS MUSEUM,38,28,10,OPEN,Collins Barracks Museum,53.3475,-6.28525
88,2023-12-01 12:00:03,2023-12-01 11:54:19,BLACKHALL PLACE,30,29,1,OPEN,Blackhall Place,53.3488,-6.28164
89,2023-12-01 12:00:03,2023-12-01 11:53:25,FITZWILLIAM SQUARE EAST,40,25,15,OPEN,Fitzwilliam Square East,53.3352,-6.2509
90,2023-12-01 12:00:03,2023-12-01 11:55:42,BENSON STREET,40,10,30,OPEN,Benson Street,53.3442,-6.23345
91,2023-12-01 12:00:03,2023-12-01 11:59:20,SOUTH DOCK ROAD,30,10,20,OPEN,South Dock Road,53.3418,-6.23129
92,2023-12-01 12:00:03,2023-12-01 11:51:22,HEUSTON BRIDGE (NORTH),40,2,38,OPEN,Heuston Bridge (North),53.3478,-6.29243
93,2023-12-01 12:00:03,2023-12-01 11:52:59,HEUSTON STATION (CENTRAL),40,32,8,OPEN,Heuston Station (Central),53.3466,-6.29692
94,2023-12-01 12:00:03,2023-12-01 11:54:14,HEUSTON STATION (CAR PARK),40,10,30,OPEN,Heuston Station (Car Park),53.347,-6.2978
95,2023-12-01 12:00:03,2023-12-01 11:54:56,ROYAL HOSPITAL,40,18,22,OPEN,Royal Hospital,53.3439,-6.29706
96,2023-12-01 12:00:03,2023-12-01 11:50:04,KILMAINHAM LANE,30,16,14,OPEN,Kilmainham Lane,53.3418,-6.30509
97,2023-12-01 12:00:03,2023-12-01 11:58:46,KILMAINHAM GAOL,40,25,15,OPEN,Kilmainham Gaol,53.3421,-6.31002
98,2023-12-01 12:00:03,2023-12-01 11:52:56,FREDERICK STREET SOUTH,40,12,27,OPEN,Frederick Street South,53.3415,-6.25685
99,2023-12-01 12:00:03,2023-12-01 11:56:51,CITY QUAY,30,18,12,OPEN,City Quay,53.3466,-6.24615
100,2023-12-01 12:00:03,2023-12-01 11:59:33,HEUSTON BRIDGE (SOUTH),25,23,2,OPEN,Heuston Bridge (South),53.3471,-6.29204
101,2023-12-01 12:00:03,2023-12-01 11:50:32,KING STREET NORTH,30,29,1,OPEN,King Street North,53.3503,-6.27351
102,2023-12-01 12:00:03,2023-12-01 11:51:40,WESTERN WAY,40,39,0,OPEN,Western Way,53.3549,-6.26942
103,2023-12-01 12:00:03,2023-12-01 11:54:06,GRANGEGORMAN LOWER (SOUTH),40,27,13,OPEN,Grangegorman Lower (South),53.3547,-6.27868
104,2023-12-01 12:00:03,2023-12-01 11:53:01,GRANGEGORMAN LOWER (CENTRAL),40,38,2,OPEN,Grangegorman Lower (Central),53.3552,-6.27842
105,2023-12-01 12:00:03,2023-12-01 11:54:03,GRANGEGORMAN LOWER (NORTH),36,32,4,OPEN,Grangegorman Lower (North),53.356,-6.27838
106,2023-12-01 12:00:03,2023-12-01 11:50:30,RATHDOWN ROAD,40,33,7,OPEN,Rathdown Road,53.3589,-6.28034
107,2023-12-01 12:00:03,2023-12-01 11:51:46,CHARLEVILLE ROAD,40,33,7,OPEN,Charleville Road,53.3592,-6.28187
108,2023-12-01 12:00:03,2023-12-01 11:52:37,AVONDALE ROAD,35,32,3,OPEN,Avondale Road,53.3594,-6.27614
109,2023-12-01 12:00:03,2023-12-01 11:53:12,BUCKINGHAM STREET LOWER,29,4,25,OPEN,Buckingham Street Lower,53.3533,-6.24932
110,2023-12-01 12:00:03,2023-12-01 11:54:02,PHIBSBOROUGH ROAD,40,40,0,OPEN,Phibsborough Road,53.3563,-6.27372
111,2023-12-01 12:00:03,2023-12-01 11:50:40,MOUNTJOY SQUARE EAST,40,32,8,OPEN,Mountjoy Square East,53.3567,-6.25636
112,2023-12-01 12:00:03,2023-12-01 11:52:01,NORTH CIRCULAR ROAD (O'CONNELL'S),30,24,6,OPEN,North Circular Road (O'Connell's),53.3578,-6.25156
113,2023-12-01 12:00:03,2023-12-01 11:52:10,MERRION SQUARE SOUTH,40,17,21,OPEN,Merrion Square South,53.3386,-6.24861
114,2023-12-01 12:00:03,2023-12-01 11:53:36,WILTON TERRACE (PARK),40,0,40,OPEN,Wilton Terrace (Park),53.3337,-6.24834
115,2023-12-01 12:00:03,2023-12-01 11:58:03,KILLARNEY STREET,30,21,9,OPEN,Killarney Street,53.3548,-6.24758
116,2023-12-01 12:00:03,2023-12-01 11:50:05,BROADSTONE,30,30,0,OPEN,Broadstone,53.3547,-6.27231
117,2023-12-01 12:00:03,2023-12-01 11:51:07,HANOVER QUAY EAST,40,27,12,OPEN,Hanover Quay East,53.3437,-6.23175
1,2023-12-01 12:30:02,2023-12-01 12:25:14,CLARENDON ROW,31,1,30,OPEN,Clarendon Row,53.3409,-6.2625
